Machine Module SVA1032X Plus
Trace Name,Trace A
Meas Type,S11
Start Frequency,+1.000000000E+05
Stop Frequency,+5.000000000E+07
Format,Smith,R+jX
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
1.000000e+05,1.983267e+01,2.081480e+01,3.312778e-05,H
1.665333e+05,3.016127e+01,2.162673e+01,2.066854e-05,H
2.330667e+05,3.673388e+01,1.952008e+01,1.332974e-05,H
2.996000e+05,4.061955e+01,1.763570e+01,9.368518e-06,H
3.661333e+05,4.317451e+01,1.526229e+01,6.634383e-06,H
4.326667e+05,4.454842e+01,1.376586e+01,5.063722e-06,H
4.992000e+05,4.563501e+01,1.260113e+01,4.017491e-06,H
5.657333e+05,4.642926e+01,1.130018e+01,3.179022e-06,H
6.322667e+05,4.701291e+01,1.031044e+01,2.595357e-06,H
6.988000e+05,4.756042e+01,9.417723e+00,2.144930e-06,H
7.653333e+05,4.783138e+01,8.984849e+00,1.868445e-06,H
8.318667e+05,4.805029e+01,8.207336e+00,1.570249e-06,H
8.984000e+05,4.831256e+01,7.678782e+00,1.360325e-06,H
9.649333e+05,4.840814e+01,7.745873e+00,1.277595e-06,H
1.031467e+06,4.858470e+01,7.184814e+00,1.108614e-06,H
1.098000e+06,4.861228e+01,6.914654e+00,1.002278e-06,H
1.164533e+06,4.878864e+01,6.677196e+00,9.125619e-07,H
1.231067e+06,4.882349e+01,6.485813e+00,8.384999e-07,H
1.297600e+06,4.891136e+01,6.005707e+00,7.366199e-07,H
1.364133e+06,4.909121e+01,5.837817e+00,6.811046e-07,H
1.430667e+06,4.904793e+01,5.846853e+00,6.504349e-07,H
1.497200e+06,4.916015e+01,5.498757e+00,5.845274e-07,H
1.563733e+06,4.906580e+01,5.608612e+00,5.708379e-07,H
1.630267e+06,4.920175e+01,5.330802e+00,5.204201e-07,H
1.696800e+06,4.925481e+01,5.182923e+00,4.861432e-07,H
1.763333e+06,4.929985e+01,5.027331e+00,4.537569e-07,H
1.829867e+06,4.922547e+01,5.312050e+00,4.620222e-07,H
1.896400e+06,4.934170e+01,4.737613e+00,3.976031e-07,H
1.962933e+06,4.930172e+01,5.004243e+00,4.057448e-07,H
2.029467e+06,4.932108e+01,4.934921e+00,3.870066e-07,H
2.096000e+06,4.940703e+01,4.648041e+00,3.529383e-07,H
2.162533e+06,4.946890e+01,4.455807e+00,3.279319e-07,H
2.229067e+06,4.936100e+01,4.903711e+00,3.501241e-07,H
2.295600e+06,4.938234e+01,4.919939e+00,3.411015e-07,H
2.362133e+06,4.943999e+01,4.535560e+00,3.055953e-07,H
2.428667e+06,4.945756e+01,4.455494e+00,2.919766e-07,H
2.495200e+06,4.950839e+01,4.448537e+00,2.837474e-07,H
2.561733e+06,4.960144e+01,4.218588e+00,2.620917e-07,H
2.628267e+06,4.954005e+01,4.625233e+00,2.800814e-07,H
2.694800e+06,4.956478e+01,4.293095e+00,2.535503e-07,H
2.761333e+06,4.957159e+01,4.371913e+00,2.519839e-07,H
2.827867e+06,4.960030e+01,4.379472e+00,2.464807e-07,H
2.894400e+06,4.961270e+01,4.609703e+00,2.534746e-07,H
2.960933e+06,4.952778e+01,4.550519e+00,2.445977e-07,H
3.027467e+06,4.958955e+01,4.447059e+00,2.337834e-07,H
3.094000e+06,4.961850e+01,4.482447e+00,2.305765e-07,H
3.160533e+06,4.957396e+01,4.496984e+00,2.264546e-07,H
3.227067e+06,4.957471e+01,4.677308e+00,2.306790e-07,H
3.293600e+06,4.965020e+01,4.522815e+00,2.185537e-07,H
3.360133e+06,4.960086e+01,4.481347e+00,2.122620e-07,H
3.426667e+06,4.970160e+01,4.359288e+00,2.024715e-07,H
3.493200e+06,4.965596e+01,4.548612e+00,2.072410e-07,H
3.559733e+06,4.960302e+01,4.712055e+00,2.106750e-07,H
3.626267e+06,4.962347e+01,4.661225e+00,2.045787e-07,H
3.692800e+06,4.963516e+01,4.634773e+00,1.997528e-07,H
3.759333e+06,4.976293e+01,4.428681e+00,1.874924e-07,H
3.825867e+06,4.967406e+01,4.436575e+00,1.845602e-07,H
3.892400e+06,4.975615e+01,4.412792e+00,1.804331e-07,H
3.958933e+06,4.971269e+01,4.564590e+00,1.835032e-07,H
4.025467e+06,4.973479e+01,4.543042e+00,1.796183e-07,H
4.092000e+06,4.961761e+01,4.846268e+00,1.884916e-07,H
4.158533e+06,4.972117e+01,4.675751e+00,1.789499e-07,H
4.225067e+06,4.970600e+01,4.742203e+00,1.786351e-07,H
4.291600e+06,4.977872e+01,4.770622e+00,1.769196e-07,H
4.358133e+06,4.972266e+01,4.929114e+00,1.800066e-07,H
4.424667e+06,4.970845e+01,4.838656e+00,1.740461e-07,H
4.491200e+06,4.979213e+01,4.659741e+00,1.651275e-07,H
4.557733e+06,4.978498e+01,4.782765e+00,1.670130e-07,H
4.624267e+06,4.982969e+01,4.635694e+00,1.595482e-07,H
4.690800e+06,4.973271e+01,4.869408e+00,1.652150e-07,H
4.757333e+06,4.980797e+01,4.721989e+00,1.579725e-07,H
4.823867e+06,4.976832e+01,5.067032e+00,1.671778e-07,H
4.890400e+06,4.985114e+01,4.892094e+00,1.592101e-07,H
4.956933e+06,4.976922e+01,4.920434e+00,1.579830e-07,H
5.023467e+06,4.976424e+01,5.101637e+00,1.616315e-07,H
5.090000e+06,4.978174e+01,4.984219e+00,1.558474e-07,H
5.156533e+06,4.984287e+01,5.027968e+00,1.551868e-07,H
5.223067e+06,4.977667e+01,5.045393e+00,1.537410e-07,H
5.289600e+06,4.982870e+01,5.233267e+00,1.574600e-07,H
5.356133e+06,4.984947e+01,5.141665e+00,1.527821e-07,H
5.422667e+06,4.986616e+01,5.180664e+00,1.520522e-07,H
5.489200e+06,4.983649e+01,5.333186e+00,1.546314e-07,H
5.555733e+06,4.976173e+01,5.434672e+00,1.556869e-07,H
5.622267e+06,4.983988e+01,5.172652e+00,1.464273e-07,H
5.688800e+06,4.973291e+01,5.450614e+00,1.524912e-07,H
5.755333e+06,4.994574e+01,5.269507e+00,1.457201e-07,H
5.821867e+06,4.977125e+01,5.603343e+00,1.531811e-07,H
5.888400e+06,4.986719e+01,5.400794e+00,1.459757e-07,H
5.954933e+06,4.985605e+01,5.489580e+00,1.467176e-07,H
6.021467e+06,4.988749e+01,5.503149e+00,1.454552e-07,H
6.088000e+06,4.985229e+01,5.632049e+00,1.472353e-07,H
6.154533e+06,4.981091e+01,5.830413e+00,1.507733e-07,H
6.221067e+06,4.979169e+01,5.829278e+00,1.491317e-07,H
6.287600e+06,4.982536e+01,5.696397e+00,1.441901e-07,H
6.354133e+06,4.995537e+01,5.543211e+00,1.388434e-07,H
6.420667e+06,4.986141e+01,5.824632e+00,1.443805e-07,H
6.487200e+06,4.992334e+01,5.680958e+00,1.393749e-07,H
6.553733e+06,4.990101e+01,5.880835e+00,1.428139e-07,H
6.620267e+06,4.998560e+01,5.791265e+00,1.392253e-07,H
6.686800e+06,4.997728e+01,5.827155e+00,1.386942e-07,H
6.753333e+06,5.000591e+01,5.743802e+00,1.353634e-07,H
6.819867e+06,5.002039e+01,5.754788e+00,1.342993e-07,H
6.886400e+06,4.992809e+01,6.023069e+00,1.392021e-07,H
6.952933e+06,4.990013e+01,6.062501e+00,1.387726e-07,H
7.019467e+06,4.998135e+01,5.950277e+00,1.349128e-07,H
7.086000e+06,5.013224e+01,5.745070e+00,1.290370e-07,H
7.152533e+06,4.998831e+01,6.072523e+00,1.351230e-07,H
7.219067e+06,4.997390e+01,6.199184e+00,1.366701e-07,H
7.285600e+06,4.995572e+01,6.112357e+00,1.335253e-07,H
7.352133e+06,5.005865e+01,6.164947e+00,1.334554e-07,H
7.418667e+06,5.001620e+01,6.173746e+00,1.324473e-07,H
7.485200e+06,5.008861e+01,6.164311e+00,1.310694e-07,H
7.551733e+06,5.001120e+01,6.250017e+00,1.317209e-07,H
7.618267e+06,5.008612e+01,6.215063e+00,1.298403e-07,H
7.684800e+06,5.005176e+01,6.325453e+00,1.310024e-07,H
7.751333e+06,4.994905e+01,6.538972e+00,1.342620e-07,H
7.817867e+06,5.004839e+01,6.389620e+00,1.300789e-07,H
7.884400e+06,4.996956e+01,6.566751e+00,1.325568e-07,H
7.950933e+06,5.004687e+01,6.512045e+00,1.303525e-07,H
8.017467e+06,4.994445e+01,6.749851e+00,1.339915e-07,H
8.084000e+06,5.003118e+01,6.570409e+00,1.293559e-07,H
8.150533e+06,4.983682e+01,6.901144e+00,1.347582e-07,H
8.217067e+06,5.007364e+01,6.590157e+00,1.276436e-07,H
8.283600e+06,5.001941e+01,6.724938e+00,1.292080e-07,H
8.350133e+06,5.025757e+01,6.408160e+00,1.221406e-07,H
8.416667e+06,5.002436e+01,6.850276e+00,1.295353e-07,H
8.483200e+06,5.020811e+01,6.631320e+00,1.244115e-07,H
8.549733e+06,5.012089e+01,6.796843e+00,1.265245e-07,H
8.616267e+06,5.014077e+01,6.755560e+00,1.247850e-07,H
8.682800e+06,5.009815e+01,6.931932e+00,1.270617e-07,H
8.749333e+06,5.008111e+01,6.915445e+00,1.257956e-07,H
8.815867e+06,5.004673e+01,7.155534e+00,1.291806e-07,H
8.882400e+06,5.004609e+01,7.143784e+00,1.280024e-07,H
8.948933e+06,5.015249e+01,7.090988e+00,1.261118e-07,H
9.015467e+06,5.030918e+01,6.927126e+00,1.222883e-07,H
9.082000e+06,5.011344e+01,7.180667e+00,1.258356e-07,H
9.148533e+06,5.023988e+01,6.986052e+00,1.215347e-07,H
9.215067e+06,5.012014e+01,7.246430e+00,1.251543e-07,H
9.281600e+06,5.009186e+01,7.263379e+00,1.245478e-07,H
9.348133e+06,5.010879e+01,7.317556e+00,1.245837e-07,H
9.414667e+06,5.018411e+01,7.333968e+00,1.239807e-07,H
9.481200e+06,5.010198e+01,7.468738e+00,1.253730e-07,H
9.547733e+06,5.010370e+01,7.512370e+00,1.252267e-07,H
9.614267e+06,5.017226e+01,7.398609e+00,1.224769e-07,H
9.680800e+06,5.012701e+01,7.487364e+00,1.230943e-07,H
9.747333e+06,5.011601e+01,7.630262e+00,1.245873e-07,H
9.813867e+06,5.014066e+01,7.561232e+00,1.226232e-07,H
9.880400e+06,5.019367e+01,7.591647e+00,1.222874e-07,H
9.946933e+06,5.030507e+01,7.495305e+00,1.199279e-07,H
1.001347e+07,5.035945e+01,7.543262e+00,1.198933e-07,H
1.008000e+07,5.025014e+01,7.649114e+00,1.207732e-07,H
1.014653e+07,5.018190e+01,7.848386e+00,1.231070e-07,H
1.021307e+07,5.036756e+01,7.549376e+00,1.176454e-07,H
1.027960e+07,4.998931e+01,8.116720e+00,1.256679e-07,H
1.034613e+07,5.010949e+01,7.954377e+00,1.223625e-07,H
1.041267e+07,5.031341e+01,7.865644e+00,1.202243e-07,H
1.047920e+07,5.031657e+01,7.756006e+00,1.177959e-07,H
1.054573e+07,5.022845e+01,7.923040e+00,1.195736e-07,H
1.061227e+07,5.029068e+01,7.933775e+00,1.189849e-07,H
1.067880e+07,5.022819e+01,8.071217e+00,1.202920e-07,H
1.074533e+07,5.030050e+01,8.056201e+00,1.193248e-07,H
1.081187e+07,5.034644e+01,7.990372e+00,1.176214e-07,H
1.087840e+07,5.019674e+01,8.214456e+00,1.201805e-07,H
1.094493e+07,5.032788e+01,8.072007e+00,1.173785e-07,H
1.101147e+07,5.017978e+01,8.353742e+00,1.207413e-07,H
1.107800e+07,5.023814e+01,8.260217e+00,1.186725e-07,H
1.114453e+07,5.027299e+01,8.276723e+00,1.181998e-07,H
1.121107e+07,5.030635e+01,8.257011e+00,1.172185e-07,H
1.127760e+07,5.042761e+01,8.232944e+00,1.161873e-07,H
1.134413e+07,5.025927e+01,8.364205e+00,1.173474e-07,H
1.141067e+07,5.020512e+01,8.601603e+00,1.199744e-07,H
1.147720e+07,5.030884e+01,8.494404e+00,1.177923e-07,H
1.154373e+07,5.037206e+01,8.419489e+00,1.160806e-07,H
1.161027e+07,4.999237e+01,8.830699e+00,1.210523e-07,H
1.167680e+07,5.039971e+01,8.396892e+00,1.144497e-07,H
1.174333e+07,5.021272e+01,8.686073e+00,1.177205e-07,H
1.180987e+07,5.027242e+01,8.688257e+00,1.170868e-07,H
1.187640e+07,5.013287e+01,8.789049e+00,1.177815e-07,H
1.194293e+07,5.017078e+01,8.834584e+00,1.177322e-07,H
1.200947e+07,5.018280e+01,8.883152e+00,1.177236e-07,H
1.207600e+07,5.024960e+01,8.833044e+00,1.164146e-07,H
1.214253e+07,5.034071e+01,8.784739e+00,1.151436e-07,H
1.220907e+07,5.033110e+01,8.793145e+00,1.146257e-07,H
1.227560e+07,5.055481e+01,8.709326e+00,1.129177e-07,H
1.234213e+07,5.043648e+01,8.794815e+00,1.134114e-07,H
1.240867e+07,5.024682e+01,9.030520e+00,1.158265e-07,H
1.247520e+07,5.025880e+01,8.971137e+00,1.144511e-07,H
1.254173e+07,5.022007e+01,9.065629e+00,1.150431e-07,H
1.260827e+07,5.027718e+01,9.098203e+00,1.148472e-07,H
1.267480e+07,5.018541e+01,9.256823e+00,1.162361e-07,H
1.274133e+07,5.033396e+01,9.052442e+00,1.130761e-07,H
1.280787e+07,5.016122e+01,9.236935e+00,1.147813e-07,H
1.287440e+07,5.001652e+01,9.408007e+00,1.163030e-07,H
1.294093e+07,5.014360e+01,9.454186e+00,1.162729e-07,H
1.300747e+07,5.025352e+01,9.252963e+00,1.132161e-07,H
1.307400e+07,5.026822e+01,9.324618e+00,1.135122e-07,H
1.314053e+07,5.029204e+01,9.282673e+00,1.124295e-07,H
1.320707e+07,5.015705e+01,9.418517e+00,1.135001e-07,H
1.327360e+07,5.001415e+01,9.626288e+00,1.154224e-07,H
1.334013e+07,5.021181e+01,9.476217e+00,1.130564e-07,H
1.340667e+07,5.013811e+01,9.570856e+00,1.136188e-07,H
1.347320e+07,5.004538e+01,9.706335e+00,1.146581e-07,H
1.353973e+07,5.009827e+01,9.655709e+00,1.134996e-07,H
1.360627e+07,4.999073e+01,9.785323e+00,1.144607e-07,H
